stock_code,stock_name,stock_name_en,market,source_sector,source_industry,source_business_model,primary_peer_ticker,primary_peer_name,primary_peer_sector,primary_peer_industry,primary_peer_business_model,primary_peer_scale_bucket,similarity_score,confidence_score,confidence_level,financial_similarity_score,domain_match_level,financial_context,same_company_noise,matched_factors,headline,model_version,source
290650,엘앤씨바이오,엘앤씨바이오,KOSPI,Health Care,Biotechnology,Operating company,ALHC,Alignment Healthcare,Health Care,Biotechnology,Operating company,MID_CAP,0.6646,0.6646,MEDIUM,0.9977,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Health Care. | Industry: both are mapped to Biotechnology. | Business model: both are mapped to Operating company. | Scale: source=SMALL_CAP, peer=MID_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (SMALL_CAP vs MID_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: MID_CAP peer, around the top 28.4% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6646.",엘앤씨바이오 Is South Korea's 'Alignment Healthcare' — A Biotech Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
290660,다이나믹솔루션,다이나믹솔루션,KOSPI,Health Care,Biotechnology,Platform software and recurring services,ADPT,Adaptive Biotechnologies,Health Care,Biotechnology,Platform software and recurring services,MID_CAP,0.6306,0.6306,MEDIUM,1.0,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Health Care. | Industry: both are mapped to Biotechnology. | Business model: both are mapped to Platform software and recurring services. | Scale: source=MICRO_CAP, peer=MID_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs MID_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: MID_CAP peer, around the top 33.6% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6306.",다이나믹솔루션 Is South Korea's 'Adaptive Biotechnologies' — A Biotech Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
290670,대보마그네틱,대보마그네틱,KOSPI,Information Technology,Semiconductors,Electrical equipment and components manufacturing,MEI,Methode Electronics,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,SMALL_CAP,0.4552,0.4552,MEDIUM,0.9984,industry,us_market_relative_proxy,False,"Sector: both are mapped to Information Technology. | Industry: both are mapped to Semiconductors. | Business model: source=Electrical equipment and components manufacturing, peer=Semiconductor manufacturing or supply chain. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 57.6% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.4552.",대보마그네틱 Is South Korea's 'Methode Electronics' — A Semiconductors Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
290690,소룩스,소룩스,KOSPI,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,MEI,Methode Electronics,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,SMALL_CAP,0.7086,0.7086,MEDIUM,0.9992,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Information Technology. | Industry: both are mapped to Semiconductors. | Business model: both are mapped to Semiconductor manufacturing or supply chain. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 57.6% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7086.",소룩스 Is South Korea's 'Methode Electronics' — A Semiconductors Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
290720,푸드나무,푸드나무,KOSPI,Consumer Staples,Food and Beverage,"Packaged food, beverage, and consumer staples",BJRI,BJ's Restaurants,Consumer Staples,Food and Beverage,"Packaged food, beverage, and consumer staples",SMALL_CAP,0.8396,0.8396,HIGH,0.9989,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Consumer Staples. | Industry: both are mapped to Food and Beverage. | Business model: both are mapped to Packaged food, beverage, and consumer staples. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 48.8% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.8396.",푸드나무 Is South Korea's 'BJ's Restaurants' — A Food And Beverage Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
290740,액트로,액트로,KOSPI,General Listed Equity,Listed Operating Company,Operating company,RGS,Regis,General Listed Equity,Listed Operating Company,Operating company,MICRO_CAP,0.1784,0.1784,LOW,0.9983,generic_or_mismatch,direct_financial_similarity,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: both are mapped to MICRO_CAP. | Financial comparability: direct market cap, revenue, and profitability similarity score 0.9983. | US peer-universe position: MICRO_CAP peer, around the top 83.4% by market cap among eligible US peers. | Model similarity: blended peer score 0.1784.",액트로 Is South Korea's 'Regis' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
291210,한국제7호기업인수목적,한국제7호기업인수목적,KOSPI,General Listed Equity,Listed Operating Company,Operating company,SPGI.V,S&P Global . When-Issued,General Listed Equity,Listed Operating Company,Operating company,UNKNOWN,0.125,0.125,LOW,,generic_or_mismatch,not_available,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: source=UNKNOWN, peer=UNKNOWN. | Model similarity: blended peer score 0.1250.",한국제7호기업인수목적 Is South Korea's 'S&P Global . When-Issued' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
291230,엔피,엔피,KOSPI,Communication Services,Media and Entertainment,"Content production, distribution, and advertising",IHRT,"iHeartMedia, . Class A",Communication Services,Media and Entertainment,"Content production, distribution, and advertising",SMALL_CAP,0.7383,0.7383,HIGH,0.9992,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Communication Services. | Industry: both are mapped to Media and Entertainment. | Business model: both are mapped to Content production, distribution, and advertising. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 57.7% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7383.","엔피 Is South Korea's 'iHeartMedia, . Class A' — A Media Entertainment Peer",global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
291650,압타머사이언스,압타머사이언스,KOSPI,Health Care,Biotechnology,Platform software and recurring services,VIR,Vir Biotechnology,Health Care,Biotechnology,Platform software and recurring services,SMALL_CAP,0.6132,0.6132,MEDIUM,0.9998,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Health Care. | Industry: both are mapped to Biotechnology. | Business model: both are mapped to Platform software and recurring services. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 43.7% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6132.",압타머사이언스 Is South Korea's 'Vir Biotechnology' — A Biotech Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
291810,핀텔,핀텔,KOSPI,General Listed Equity,Listed Operating Company,Operating company,POM,POMDOCTOR,General Listed Equity,Listed Operating Company,Operating company,MICRO_CAP,0.1815,0.1815,LOW,0.999,generic_or_mismatch,direct_financial_similarity,False,"Sector: both are mapped to General Listed Equity. | Industry: both are mapped to Listed Operating Company. | Business model: both are mapped to Operating company. | Scale: both are mapped to MICRO_CAP. | Financial comparability: direct market cap, revenue, and profitability similarity score 0.9990. | US peer-universe position: MICRO_CAP peer, around the top 94.2% by market cap among eligible US peers. | Model similarity: blended peer score 0.1815.",핀텔 Is South Korea's 'POMDOCTOR' — A General Listed Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
293480,하나제약,하나제약,KOSPI,Health Care,Biotechnology,Investment holding and portfolio management,SEM,Select Medical Holdings,Health Care,Biotechnology,Investment holding and portfolio management,MID_CAP,0.7,0.7,MEDIUM,0.9999,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Health Care. | Industry: both are mapped to Biotechnology. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=MICRO_CAP, peer=MID_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs MID_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: MID_CAP peer, around the top 41.0% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7000.",하나제약 Is South Korea's 'Select Medical Holdings' — A Biotech Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
293490,카카오게임즈,카카오게임즈,KOSPI,Communication Services,Interactive Entertainment,Platform software and recurring services,BYD,Boyd Gaming,Communication Services,Interactive Entertainment,Operating company,MID_CAP,0.5526,0.5526,MEDIUM,0.5436,industry,us_market_relative_proxy,False,"Sector: both are mapped to Communication Services. | Industry: both are mapped to Interactive Entertainment. | Business model: source=Platform software and recurring services, peer=Operating company. | Scale: source=SMALL_CAP, peer=MID_CAP. | Financial comparability: not a direct balance-sheet match; the peer is selected mainly for domain fit with financial score 0.5436. | US peer-universe position: MID_CAP peer, around the top 23.3% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.5526.",카카오게임즈 Is South Korea's 'Boyd Gaming' — A Gaming Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
293580,나우IB,나우IB,KOSPI,Financials,Investment Holding Companies,Investment holding and portfolio management,UHAL,U-Haul Holding,Financials,Investment Holding Companies,Investment holding and portfolio management,SMALL_CAP,0.7411,0.7411,HIGH,0.9987,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Investment Holding Companies. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 48.1% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7411.",나우IB Is South Korea's 'U-Haul Holding' — A Holding Company Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
